"seqnames","start","end","width","strand","baseMean","log2FC","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","baseVar","allZero","dispGeneEst","dispGeneIter","dispFit","dispersion","dispIter","dispOutlier","dispMAP","Intercept","condition_SEA_vs_NOSEA","SE_Intercept","SE_condition_SEA_vs_NOSEA","WaldStatistic_Intercept","WaldStatistic_condition_SEA_vs_NOSEA","WaldPvalue_Intercept","WaldPvalue_condition_SEA_vs_NOSEA","betaConv","betaIter","deviance","maxCooks"
"chr1",4256721,4256989,269,"*",14.7967675259816,-2.45497313048142,0.0120992709884974,"Intron (ENSMUST00000208660.1/19888, intron 8 of 29)",1,4344146,4360314,16169,2,"19888","ENSMUST00000027032.5",103325,"ENSMUSG00000025900","Rp1","retinitis pigmentosa 1 (human)",193.222587062717,FALSE,1e-08,2,0.160879497153059,0.154624388988053,6,FALSE,0.154624388988053,4.65637328834314,-2.45497313048142,0.463505219204967,0.725521962585468,10.045999689777,-3.38373372148913,9.56726221176469e-24,0.000715073169778302,TRUE,3,22.6186360893473,NA
"chr1",5261752,5261947,196,"*",11.6079719580385,-2.70119458686081,0.0260848263565286,"Distal Intergenic",1,5083164,5099777,16614,1,"108664","ENSMUST00000192142.1",178588,"ENSMUSG00000033793","Atp6v1h","ATPase, H+ transporting, lysosomal V1 subunit H",188.031870319328,FALSE,0.472739954849437,5,0.203984976674731,0.234799423678758,9,FALSE,0.234799423678758,4.35387411273112,-2.70119458686081,0.557565492279462,0.880701181306193,7.80872233489816,-3.06709545098439,5.77706130409585e-15,0.0021614982307238,TRUE,3,23.2709744843315,NA
"chr1",6498620,6499348,729,"*",64.4150377142765,1.0105669241278,0.0337005165178747,"Intron (ENSMUST00000140079.7/240690, intron 2 of 23)",1,6487331,6860940,373610,1,"240690","ENSMUST00000131494.7",11289,"ENSMUSG00000033740","St18","suppression of tumorigenicity 18",672.819114547835,FALSE,0.00216361535733414,100,0.0400100578414605,0.0372275283479024,6,FALSE,0.0372275283479024,5.41394302175675,1.0105669241278,0.265645606768993,0.342715130833411,20.3803220674556,2.94870822210363,2.50004902757021e-92,0.00319105093830702,TRUE,2,30.5654371307633,NA
"chr1",12657472,12657826,355,"*",41.9755468312406,-2.15957189081644,0.000329489043257464,"Distal Intergenic",1,12667563,12673090,5528,1,"329096","ENSMUST00000181272.1",-9737,"ENSMUSG00000097171","Gm17644","predicted gene, 17644",1304.21856410802,FALSE,0.218236461780749,4,0.0592790222752885,0.0770822411908071,9,FALSE,0.0770822411908071,6.10211262140468,-2.15957189081644,0.316266650321456,0.474842438416596,19.2942019501659,-4.54797574121159,6.00855231980914e-83,5.41643771799046e-06,TRUE,3,31.43771753307,NA
"chr1",13615946,13616283,338,"*",66.9607192478904,-1.01018308195715,0.02313468311483,"Distal Intergenic",1,13629995,13638411,8417,2,"212442","ENSMUST00000156222.1",22128,"ENSMUSG00000025937","Lactb2","lactamase, beta 2",781.80680496432,FALSE,1e-08,3,0.0386397261530557,0.0356396112659149,6,FALSE,0.0356396112659149,6.48999618176752,-1.01018308195715,0.228498560728713,0.323908614642743,28.4027880135002,-3.11872866694619,1.86799106339704e-177,0.00181633140877058,TRUE,3,30.2190785080696,NA
"chr1",20912260,20912866,607,"*",67.3793782342376,-1.11905070942496,0.00757963613025796,"Intron (ENSMUST00000189400.6/74229, intron 1 of 2)",1,20917840,20939055,21216,1,"74229","ENSMUST00000068880.13",-4974,"ENSMUSG00000025931","Paqr8","progestin and adipoQ receptor family member VIII",835.880954352028,FALSE,1e-08,2,0.0384242782296596,0.0325615233767619,6,FALSE,0.0325615233767619,6.52949346048246,-1.11905070942496,0.220449100276899,0.314410259370751,29.6190524356007,-3.55920545234302,8.49470934865018e-193,0.000371978459398843,TRUE,2,28.9461886170957,NA
"chr1",21210499,21210771,273,"*",14.9532881371114,-2.02372848483213,0.0345352030622883,"Distal Intergenic",1,21218575,21230167,11593,1,"75712","ENSMUST00000027065.11",-7804,"ENSMUSG00000025933","Tmem14a","transmembrane protein 14A",136.806728862787,FALSE,1e-08,1,0.159237028890995,0.144768592632973,6,FALSE,0.144768592632973,4.59269932287001,-2.02372848483213,0.454973172153957,0.688898205300816,10.0944398570294,-2.93763065320869,5.8463890210868e-24,0.00330730781267462,TRUE,3,22.6385472761308,NA
"chr1",21240023,21240650,628,"*",50.0411577844092,1.51599301685043,0.00375736305693956,"Promoter (<=1kb)",1,21240589,21265661,25073,1,"14859","ENSMUST00000027067.14",0,"ENSMUSG00000025934","Gsta3","glutathione S-transferase, alpha 3",852.424095554586,FALSE,1e-08,10,0.0503635867851013,0.0467042946300464,6,FALSE,0.0467042946300464,4.7000020407331,1.51599301685043,0.31744194828915,0.398481482828302,14.8058631383272,3.80442525482079,1.34252535986302e-49,0.000142133821044102,TRUE,3,28.6392436796107,NA
"chr1",24469432,24470023,592,"*",136.382011559502,1.22289738281451,9.77832542498871e-05,"Intron (ENSMUST00000115244.8/12823, intron 11 of 50)",1,24261890,24452745,190856,2,"12823","ENSMUST00000144297.1",-16687,"ENSMUSG00000026141","Col19a1","collagen, type XIX, alpha 1",4230.88712828389,FALSE,0.0138554993459785,41,0.0209897348307887,0.0205331938550698,7,FALSE,0.0205331938550698,6.35765660419334,1.22289738281451,0.194722956552991,0.250884967279625,32.6497538694838,4.87433502323607,8.07791125455053e-234,1.09175577385921e-06,TRUE,3,34.6389233707188,NA
"chr1",33615712,33615938,227,"*",10.4533126330337,-2.41014896568101,0.0422728917155473,"Exon (ENSMUST00000192891.1/ENSMUST00000192891.1, exon 1 of 1)",1,33478942,33622142,143201,2,"19076","ENSMUST00000189552.1",6204,"ENSMUSG00000026134","Prim2","DNA primase, p58 subunit",90.6401126931078,FALSE,1e-08,6,0.226078886725233,0.209215463043688,6,FALSE,0.209215463043688,4.14479186123134,-2.41014896568101,0.542762049396761,0.848795503460923,7.63648060109944,-2.83949308856344,2.23239874362529e-14,0.00451852739336496,TRUE,3,20.8861222789491,NA
"chr1",33732889,33733308,420,"*",38.7171080426609,-1.33319137557805,0.0195528144899637,"Promoter (1-2kb)",1,33734528,33740711,6184,1,"19335","ENSMUST00000150593.7",-1220,"ENSMUSG00000004768","Rab23","RAB23, member RAS oncogene family",385.815036655967,FALSE,1e-08,31,0.0639342324976074,0.0568871099160744,6,FALSE,0.0568871099160744,5.79161835331017,-1.33319137557805,0.289376536623796,0.417835304983365,20.0141256125391,-3.19071021447345,4.14851534380361e-89,0.00141923552399908,TRUE,2,27.1121520270559,NA
"chr1",34603839,34603997,159,"*",7.85818508857297,-2.77841584223541,0.0453343683514994,"Distal Intergenic",1,34579657,34590944,11288,1,"211383","ENSMUST00000052670.10",24182,"ENSMUSG00000045174","Amer3","APC membrane recruitment 3",45.8110766112237,FALSE,1e-08,1,0.29943081212813,0.256801031006716,6,FALSE,0.256801031006716,3.77264906261227,-2.77841584223541,0.605574002759095,0.990384495980505,6.229872889892,-2.80539109155249,4.66813772471583e-10,0.00502555614251705,TRUE,3,18.3709622192308,NA
"chr1",34677909,34678384,476,"*",29.3880020053197,-1.41007684036979,0.0332419641883082,"Promoter (<=1kb)",1,34678188,34812739,134552,1,"226970","ENSMUST00000159747.8",0,"ENSMUSG00000037509","Arhgef4","Rho guanine nucleotide exchange factor (GEF) 4",239.455284650858,FALSE,1e-08,1,0.0829711251983634,0.073284811046815,6,FALSE,0.073284811046815,5.41346596503963,-1.41007684036979,0.328871105930055,0.477267570394318,16.4607527612687,-2.9544786359668,7.02217132689677e-61,0.00313197837673992,TRUE,2,25.7998826782517,NA
"chr1",34684877,34685021,145,"*",8.60670377221149,-2.71263867777034,0.0440972895620548,"Intron (ENSMUST00000159747.8/226970, intron 1 of 13)",1,34678188,34812739,134552,1,"226970","ENSMUST00000159747.8",6689,"ENSMUSG00000037509","Arhgef4","Rho guanine nucleotide exchange factor (GEF) 4",78.8198017977403,FALSE,1e-08,4,0.273734397003824,0.257115485568304,6,FALSE,0.257115485568304,3.91365293369677,-2.71263867777034,0.598166989681127,0.962437831311826,6.54274308213342,-2.81850794879182,6.04005453788292e-11,0.00482474164096902,TRUE,3,19.7751046357383,NA
"chr1",35433909,35434085,177,"*",8.22449763716261,-4.00596336443189,0.0109853821976493,"Distal Intergenic",1,34851837,34863475,11639,1,"226971","ENSMUST00000152654.2",582072,"ENSMUSG00000026123","Plekhb2","pleckstrin homology domain containing, family B (evectins) member 2",101.481696825129,FALSE,1e-08,1,0.28627101584861,0.277930424238868,6,FALSE,0.277930424238868,3.96882667666189,-4.00596336443189,0.613269844092321,1.17097084449981,6.47158296611831,-3.42106157744951,9.69814829674737e-11,0.000623772072189938,TRUE,3,17.8675290595472,NA
"chr1",35902367,35902715,349,"*",42.2740805032156,-1.21836104542246,0.0316234420107886,"Distal Intergenic",1,36068400,36106446,38047,1,"50785","ENSMUST00000088174.3",-165685,"ENSMUSG00000045216","Hs6st1","heparan sulfate 6-O-sulfotransferase 1",427.976193827702,FALSE,0.0350260528171045,46,0.0588884046872637,0.0563240094979721,9,FALSE,0.0563240094979721,5.88962727528545,-1.21836104542246,0.285559342858688,0.409256617166723,20.6248803359937,-2.97701000867659,1.64136411213981e-94,0.00291074507634772,TRUE,3,28.6018132526517,NA
"chr1",36415760,36416125,366,"*",19.6931770141367,-2.07911641646614,0.012474057198374,"Promoter (<=1kb)",1,36416888,36422110,5223,1,"100534273","ENSMUST00000140452.3",-763,"ENSMUSG00000037432","Fer1l5","fer-1-like 5 (C. elegans)",220.470067737682,FALSE,1e-08,2,0.121865171970893,0.117354851826086,6,FALSE,0.117354851826086,4.9798708913409,-2.07911641646614,0.40646703721718,0.616652001233964,12.2515983717521,-3.37162031795191,1.64717120637086e-34,0.000747273899301963,TRUE,2,24.5570060156792,NA
"chr1",36589348,36590409,1062,"*",97.9389716403338,-1.05039394168162,0.00230822922110308,"Promoter (<=1kb)",1,36562696,36589317,26622,2,"381337","ENSMUST00000193548.5",-31,"ENSMUSG00000046337","Fam178b","family with sequence similarity 178, member B",1575.71082957903,FALSE,1e-08,3,0.0276721598602832,0.0234637501959544,6,FALSE,0.0234637501959544,7.04371616053741,-1.05039394168162,0.186331986553005,0.264712135348917,37.8019699722018,-3.96806115555334,0,7.24597415745059e-05,TRUE,2,30.6481613146874,NA
"chr1",36636675,36636897,223,"*",24.5909184185155,-1.56048794756717,0.0344852885315639,"Intron (ENSMUST00000170295.7/381337, intron 4 of 14)",1,36564328,36600954,36627,2,"381337","ENSMUST00000194839.5",-35721,"ENSMUSG00000046337","Fam178b","family with sequence similarity 178, member B",241.879970959255,FALSE,1e-08,2,0.0983832131929837,0.0912300052787845,6,FALSE,0.0912300052787845,5.20947210852106,-1.56048794756717,0.362879162466534,0.531082359648913,14.3559417220643,-2.93831628788946,9.77881255150146e-47,0.00330000171212724,TRUE,3,25.5289797142446,NA
"chr1",36659112,36659279,168,"*",13.2547914929834,-2.07330087504931,0.0435910520743252,"Intron (ENSMUST00000170295.7/381337, intron 3 of 14)",1,36562692,36683183,120492,2,"381337","ENSMUST00000170295.7",23904,"ENSMUSG00000046337","Fam178b","family with sequence similarity 178, member B",111.057822536952,FALSE,1e-08,2,0.179133868302491,0.163696593600882,6,FALSE,0.163696593600882,4.43387315055099,-2.07330087504931,0.482967250808808,0.733950549082114,9.18048406620892,-2.82485090806485,4.29157854430704e-20,0.00473026207098453,TRUE,3,22.1671100657129,NA
